# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
JM2014-H-55	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-55	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-55				vegetative	Japan: Toubetsu, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.1788 N 141.4546 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-56	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-56	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-56				vegetative	Japan: Toubetsu, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.2195 N 141.5352 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-57	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-57	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-57				vegetative	Japan: Shinshinotsu, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.226 N 141.6568 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-58	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-58	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-58				vegetative	Japan: Iwamizawa, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.1839 N 141.7199 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-59	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-59	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-59				vegetative	Japan: Iwamizawa, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.17 N 141.7822 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-60	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-60	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-60				vegetative	Japan: Naganuma, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.0639 N 141.7639 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-61	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-61	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-61				vegetative	Japan: Nanporo, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.0596 N 141.6738 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-62	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-62	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-62				vegetative	Japan: Ebetsu, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								43.0869 N 141.5695 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-63	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-63	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-63				vegetative	Japan: Kitahiroshima, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								42.9821 N 141.5823 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-64	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-64	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-64				vegetative	Japan: Eniwa, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								42.9334 N 141.5707 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-65	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-65	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-65				vegetative	Japan: Yakumo, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								42.2328 N 140.3143 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-66	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-66	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-66				vegetative	Japan: Yakumo, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								42.2041 N 140.3925 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-67	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-67	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-67				vegetative	Japan: Yakumo, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	01-Sep-2014								42.1791 N 140.443 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-68	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-68	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-68				vegetative	Japan: Mori, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	02-Sep-2014								42.1049 N 140.5526 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-69	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-69	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-69				vegetative	Japan: Yakumo, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	02-Sep-2014								42.2564 N 140.2425 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-70	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-70	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-70				vegetative	Japan: Atsusabu, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	02-Sep-2014								41.9233 N 140.1588 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-71	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-71	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-71				vegetative	Japan: Esahi, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	02-Sep-2014								41.9169 N 140.1461 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-72	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-72	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-72				vegetative	Japan: Setana, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada & K.G. Anzoua	02-Sep-2014								42.4063 N 139.8835 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-73	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-73	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-73				vegetative	Japan: Toya, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T.Yamada & E.J. Sacks	13-Sep-2014								42.5763 N 140.7983 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-74	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-74	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-74				vegetative	Japan: Toyoura, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T.Yamada & E.J. Sacks	13-Sep-2014								42.5759 N 140.7239 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-75	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-75	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-75				vegetative	Japan: Oshamanbe, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T.Yamada & E.J. Sacks	13-Sep-2014								42.4713 N 140.3438 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-76	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-76	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-76				vegetative	Japan: Date, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T.Yamada & E.J. Sacks	14-Sep-2014								42.4588 N 140.8866 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-77	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-77	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-77				vegetative	Japan: Shiraoi, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T.Yamada & E.J. Sacks	14-Sep-2014								42.5742 N 141.4074 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-H-78	Leaf sample from Miscanthus sacchariflorus clone JM2014-H-78	PRJNA342314	Miscanthus sacchariflorus	JM2014-H-78				vegetative	Japan: Tomakomai, Hokkaido	leaf	Toshihiko Yamada, Hokkaido University	4x			T. Yamada	14-Sep-2014								42.7199 N 141.7434 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-1	Leaf sample from Miscanthus sacchariflorus clone JM2014-S-1	PRJNA342314	Miscanthus sacchariflorus	JM2014-S-1				vegetative	Japan: Matusyama, Ehime	leaf	Toshihiko Yamada, Hokkaido University	4x			Y. Toma	07-Aug-2014								33.9588 N 132.7771 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-2	Leaf sample from Miscanthus x giganteus clone JM2014-S-2	PRJNA342314	Miscanthus x giganteus	JM2014-S-2				vegetative	Japan: Uwajima, Ehime	leaf	Toshihiko Yamada, Hokkaido University	4x			Y. Toma	07-Aug-2014								33.1161 N 132.5479 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-3	Leaf sample from Miscanthus x giganteus clone JM2014-S-3	PRJNA342314	Miscanthus x giganteus	JM2014-S-3				vegetative	Japan: Shikoku-chuo, Ehime	leaf	Toshihiko Yamada, Hokkaido University	4x			Y. Toma	07-Aug-2014								33.9458 N 133.3874 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-4	Leaf sample from Miscanthus x giganteus clone JM2014-S-4	PRJNA342314	Miscanthus x giganteus	JM2014-S-4				vegetative	Japan: Miki, Kagawa	leaf	Toshihiko Yamada, Hokkaido University	3x			Y. Toma	07-Aug-2014								34.3014 N 134.1304 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-5	Leaf sample from Miscanthus sacchariflorus clone JM2014-S-5	PRJNA342314	Miscanthus sacchariflorus	JM2014-S-5				vegetative	Japan: Donari, Tokushima	leaf	Toshihiko Yamada, Hokkaido University	4x			Y. Toma	07-Aug-2014								34.1105 N 134.3469 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-S-6	Leaf sample from Miscanthus sacchariflorus clone JM2014-S-6	PRJNA342314	Miscanthus sacchariflorus	JM2014-S-6				vegetative	Japan: Anan, Tokushima	leaf	Toshihiko Yamada, Hokkaido University	4x			Y. Toma	07-Aug-2014								33.9639 N 134.6247 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-1	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-1	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-1				vegetative	Japan: Aso, Mumamoto	leaf	Toshihiko Yamada, Hokkaido University				A Nishiwaki	29-Jul-2014								32.9143 N 130.9995 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-2	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-2	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-2				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8446 N 131.4057 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-3	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-3	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-3				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8238 N 131.4226 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-4	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-4	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-4				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8244 N 131.4215 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-5	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-5	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-5				vegetative	Japan: MIyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8245 N 131.4209 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-6	Leaf sample from Miscanthus x giganteus clone JM2014-K-6	PRJNA342314	Miscanthus x giganteus	JM2014-K-6				vegetative	Japan: MIyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8446 N 131.4057 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-7	Leaf sample from Miscanthus x giganteus clone JM2014-K-7	PRJNA342314	Miscanthus x giganteus	JM2014-K-7				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8579 N 131.4167 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-8	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-8	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-8				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8598 N 131.417 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-9	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-9	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-9				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8527 N 131.4079 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JM2014-K-10	Leaf sample from Miscanthus sacchariflorus clone JM2014-K-10	PRJNA342314	Miscanthus sacchariflorus	JM2014-K-10				vegetative	Japan: Miyazaki, Miyazaki	leaf	Toshihiko Yamada, Hokkaido University	4x			A Nishiwaki	13-Aug-2014								31.8526 N 131.4068 E								Rhizome collected in Japan and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
